pair_id,group_id,doc_id,target,title,text_len,mean_text_len,var_text_len
30,1,15556,0,"['разборка', 'передний', 'тормозной', 'механизм', 'ваз', 'нива']",1282.0,2023.5980392156862,11897619.39128325
31,1,16178,0,"['всё', 'коробка', 'передача', 'бортжурнал', 'fiat', 'albea', 'алька', 'год', 'drive2']",575.0,2023.5980392156862,11897619.39128325
32,1,17639,0,"['продажа', 'ваз', 'нива', 'год', 'курган', 'продать', 'lada', '4x4', 'нива', 'отличный', 'технический', 'состояние', 'обмен', 'более', 'дорога', 'равноценный', 'более', 'дешёвый', '4wd']",515.0,2023.5980392156862,11897619.39128325
33,1,17105,0,['ваз'],4037.0,2023.5980392156862,11897619.39128325
34,1,15068,0,"['интернет', 'магазин', 'ооо', 'автокомпас']",2590.0,2023.5980392156862,11897619.39128325
35,1,17176,1,"['как', 'заменить', 'подшипник', 'ступица', 'передний', 'колесо', 'ваз-2121']",176.0,2023.5980392156862,11897619.39128325
36,1,17240,0,"['развал', 'ступица', 'яплакалъ']",1823.0,2023.5980392156862,11897619.39128325
37,1,14999,0,"['нужный', 'помощь', 'подвеска']",1564.0,2023.5980392156862,11897619.39128325
38,1,15217,0,"['запчасть', 'ваз', 'газ', 'заза', 'москвич', 'авто/мото', 'литература', 'газ', 'волга']",9670.0,2023.5980392156862,11897619.39128325
39,1,15613,1,"['снятие', 'установка', 'подшипник', 'ступица', 'нива', 'нива']",361.0,2023.5980392156862,11897619.39128325
40,1,15942,0,['ваз'],4026.0,2023.5980392156862,11897619.39128325
41,1,16072,0,"['подшипник', 'olimac', 'drago', 'dr7080', '6307-2rs', 'цена', 'грн', 'доставка', 'полтавский', 'обл', 'zakupka.com']",564.0,2023.5980392156862,11897619.39128325
42,1,16052,1,"['как', 'снять', 'ступица', 'ваз', 'нива', 'youtube']",317.0,2023.5980392156862,11897619.39128325
43,1,17819,0,"['замена', 'подшипник', 'ступица', 'ваз', 'нива']",544.0,2023.5980392156862,11897619.39128325
44,1,17339,0,"['uaz', 'patriot', 'брать', 'или', 'не', 'брать', 'faq', 'форум', 'клуб', 'patriot', '4x4']",2350.0,2023.5980392156862,11897619.39128325
45,1,17135,0,"['каталог', 'запчасть', 'от', 'интернет-тв']",1719.0,2023.5980392156862,11897619.39128325
46,1,17733,0,"['опрос', 'помочь', 'выбрать', 'заза', 'chance', 'vortex', 'estina', 'б/у', 'kia', 'spectra', 'страница', 'форум', 'wroom.ru']",1867.0,2023.5980392156862,11897619.39128325
47,1,15631,0,"['вал', 'привод', 'ваз', 'нива', 'харьков', 'сравнить', 'цена', 'купить', 'потребительский', 'товар', 'prom.ua']",1646.0,2023.5980392156862,11897619.39128325
48,1,15558,0,"['лада', 'нива', 'новокузнецк', 'двигатель', 'после', 'кап', 'ремонт', '6000км', '4wd', 'коробка', 'механический', 'бензин']",376.0,2023.5980392156862,11897619.39128325
49,1,16650,0,"['jf', 'stoll', 'джи', 'эф', 'штоль']",2235.0,2023.5980392156862,11897619.39128325
50,1,15114,0,"['сборка', 'поворотный', 'кулак', 'ступица', 'нива', '2121-2123', 'автомобиль', 'автомобильный', 'хозяйство', 'автосервис', 'чертёж', 'масштабе.р']",302.0,2023.5980392156862,11897619.39128325
51,1,16598,0,"['техношина', 'подшипник', 'новокузнецк']",382.0,2023.5980392156862,11897619.39128325
52,1,15835,0,"['автозапчасть', 'ваз', 'олми-сервис']",4438.0,2023.5980392156862,11897619.39128325
53,1,15564,0,"['ступица', 'купить', 'винницкий', 'область', 'интернет-магазин', 'низкий', 'цена', 'большой', 'каталог', 'быстрый', 'доставка', 'ступица', 'фото', 'отзыв']",2147.0,2023.5980392156862,11897619.39128325
54,1,15430,0,"['купить', 'лада', '4x4', 'нива', 'новый', 'уренгой', 'полный', 'шумоизоляция', 'электро', 'котёл', 'подножка', 'усиленный', 'прицепной', 'устройство', 'бензин', 'бордовый', 'пробег', 'км']",433.0,2023.5980392156862,11897619.39128325
55,1,15555,0,['av-autotechnik'],383.0,2023.5980392156862,11897619.39128325
56,1,15820,0,"['снятие', 'задний', 'ступичный', 'подшипник']",1798.0,2023.5980392156862,11897619.39128325
57,1,15817,0,"['всё', 'изображение', 'ступица', 'ваз', 'сбор', 'picsbase.ru']",167.0,2023.5980392156862,11897619.39128325
58,1,17336,0,"['блог', 'автомобильный', 'клуб', 'кулибинск', 'клуб']",2443.0,2023.5980392156862,11897619.39128325
59,1,17835,0,"['купить', 'подшипник', 'ступица', 'газель', 'next', 'передний', 'цена', 'р', 'арт', 'а21r23.3103145', 'интернет-магазин', 'новосибирск']",1545.0,2023.5980392156862,11897619.39128325
60,1,16627,0,"['как', 'смазать', 'ступичный', 'подшипник', 'нива', 'шевроле', 'видео', 'avtoservis', 'sobol']",198.0,2023.5980392156862,11897619.39128325
61,1,16786,0,"['средство', 'для', 'уход', 'за', 'автомобиль', 'купить', 'скидка', 'кострома']",2785.0,2023.5980392156862,11897619.39128325
62,1,15642,0,"['купить', 'подшипник', '2rs', 'ct', 'полтава', 'цена', 'грн', 'zakupka.com']",561.0,2023.5980392156862,11897619.39128325
63,1,17652,0,['двигатель'],4724.0,2023.5980392156862,11897619.39128325
64,1,16595,1,"['как', 'поменять', 'подшипник', 'ступица', 'нива', 'шевроле', 'видео']",234.0,2023.5980392156862,11897619.39128325
65,1,15233,0,"['подшипник', 'маховик', 'газ', 'дв.406', 'дв.cummins', 'с', 'мет.крышка', 'кпк', 'газ', 'деталь', 'машина', 'пятигорск', 'каталог', 'автозапчасть', 'газ', 'ваз', 'уаз', 'lada', 'деталь']",1098.0,2023.5980392156862,11897619.39128325
66,1,17478,0,"['нива', 'подшипник', 'ступица', 'купить', 'нижний', 'новгород']",141.0,2023.5980392156862,11897619.39128325
67,1,16367,0,"['подшипник', 'для', 'автомобиль', 'спецтехник', 'vbf', 'купить', 'украина', 'интернет-магазин', 'низкий', 'цена', 'большой', 'каталог', 'быстрый', 'доставка', 'подшипник', 'для', 'автомобиль', 'спецтехник', 'vbf', 'фото', 'отзыв']",2191.0,2023.5980392156862,11897619.39128325
68,1,14961,0,"['..', 'ниваклуб', 'новосибирск', '..', 'просмотр', 'тема', 'подготовка', 'машина', 'к', 'зима']",2421.0,2023.5980392156862,11897619.39128325
69,1,15400,0,"['нива', 'тольятти', 'сравнить', 'цена', 'купить', 'потребительский', 'товар', 'tiu.ru', 'стр']",2752.0,2023.5980392156862,11897619.39128325
70,1,15890,0,"['задний', 'ступица', 'n16', '2000г.ть', 'nissan', 'almera', 'ii', 'n16', '&mdash', 'nissan', 'almera', 'клуб', 'нисан', 'альмер']",636.0,2023.5980392156862,11897619.39128325
71,1,15655,0,['чертёж'],336.0,2023.5980392156862,11897619.39128325
72,1,15578,0,"['ремонт', 'ваз', 'свой', 'рука', 'ремонт', 'ваз', 'свой', 'рука', 'remontysvoimirukami.ru']",1569.0,2023.5980392156862,11897619.39128325
73,1,16565,0,"['глухой', 'периодичный', 'стук', 'справа']",1349.0,2023.5980392156862,11897619.39128325
74,1,16124,0,"['ваз', 'страница', 'форум', 'клуб', 'ваз']",1112.0,2023.5980392156862,11897619.39128325
75,1,15106,0,"['ступица', 'нижний', 'тагил', 'сравнить', 'цена', 'купить', 'потребительский', 'товар', 'tiu.ru', 'стр']",1304.0,2023.5980392156862,11897619.39128325
76,1,15690,0,"['замена', 'воздушный', 'фильтр', 'ваз', 'видео', 'ремонт', 'авто', 'свой', 'рука', 'видео', 'руководство', 'ремонт']",264.0,2023.5980392156862,11897619.39128325
77,1,15934,0,"['колпачок', 'ступица', 'ваз', 'от', 'компания', 'z24', 'купить', 'санкт-петербург']",1117.0,2023.5980392156862,11897619.39128325
78,1,15968,0,"['подшипник', 'ступица', 'ваз', 'kraft', 'от', 'компания', 'z24', 'купить', 'санкт-петербург']",1121.0,2023.5980392156862,11897619.39128325
79,1,15154,0,"['подшипник', 'mannol']",260.0,2023.5980392156862,11897619.39128325
80,1,17077,0,"['как', 'заменить', 'передний', 'ступичный', 'подшипник', 'нива', 'шевроле', 'нива']",76.0,2023.5980392156862,11897619.39128325
81,1,17716,0,"['купить', 'мкпп', 'ваз', 'лада', 'сочи', 'сравнить', 'цена', 'мкпп', 'ваз', 'лада', 'сочи', 'портал', 'blizko']",1832.0,2023.5980392156862,11897619.39128325
82,1,16683,0,"['renault', 'symbol', 'ваш', 'мнение', 'форум', 'wroom.ru']",1074.0,2023.5980392156862,11897619.39128325
83,1,15498,1,"['простой', 'разборка', 'ступица', 'нива', 'ремонт']",508.0,2023.5980392156862,11897619.39128325
84,1,15943,0,"['потребительский', 'товар', 'ваз', 'беларусь', 'сравнить', 'цена', 'купить', 'потребительский', 'товар', 'deal.by']",1594.0,2023.5980392156862,11897619.39128325
85,1,16818,1,"['замена', 'подшипник', 'передний', 'ступица', 'нива']",461.0,2023.5980392156862,11897619.39128325
86,1,16352,0,"['www.pajero4x4.ru', 'просмотр', 'тема', 'безрезультатный', 'сход-развал']",2313.0,2023.5980392156862,11897619.39128325
87,1,17690,0,"['колхоз', 'давать', 'делиться', 'кто', 'от', 'что', 'колхозил', 'p10', 'nissan', 'primera', 'p10', 'вконтакте']",784.0,2023.5980392156862,11897619.39128325
88,1,16487,0,"['страница', 'автокомпектовать', 'запчасть', 'прочее']",3091.0,2023.5980392156862,11897619.39128325
89,1,16295,0,"['подшипник', 'полуось', 'украина', 'сравнить', 'цена', 'купить', 'потребительский', 'товар', 'prom.ua', 'стр']",3807.0,2023.5980392156862,11897619.39128325
90,1,16233,0,"['купить', 'lada', 'ваз', '4x4', 'пробег', 'омск', 'год', 'цена', 'рубль', 'авто.ру']",989.0,2023.5980392156862,11897619.39128325
91,1,15678,0,"['промышленный', 'оптовый', 'товар', 'крестовина', 'омск', 'сравнить', 'цена', 'поставщик', 'промышленный', 'товар', 'tiu.ru']",2731.0,2023.5980392156862,11897619.39128325
92,1,15966,0,['ваз'],3860.0,2023.5980392156862,11897619.39128325
93,1,16893,0,"['техношина', 'автозапчасть', 'отечественный', 'автомобиль']",848.0,2023.5980392156862,11897619.39128325
94,1,17081,0,"['колесо', 'зубчатый', 'раздаточный', 'коробка', 'ваз-2121', 'чертёж', 'список', 'деталь', 'стоимость', 'запчасть']",2316.0,2023.5980392156862,11897619.39128325
95,1,16657,0,"['подшипник', 'youtube']",300.0,2023.5980392156862,11897619.39128325
96,1,16279,0,"['innovate', 'сетевой', 'адаптер', 'прикуриватель', 'lm-1', 'интернет', 'магазин', 'shop-tuning.ru']",1794.0,2023.5980392156862,11897619.39128325
97,1,15156,0,"['объявление', 'дзержинск', 'рф', 'главный', 'портал', 'город', 'дзержинск', 'нижегородский', 'область']",2388.0,2023.5980392156862,11897619.39128325
98,1,16184,0,"['замена', 'ремень', 'цепь', 'грм', 'автомобиль', 'смотреть', 'видео', 'zamenagrm.ru']",1825.0,2023.5980392156862,11897619.39128325
99,1,17050,1,"['ваз', 'замена', 'подшипник', 'ступица']",485.0,2023.5980392156862,11897619.39128325
100,1,15734,0,"['малолитражка', 'характер', 'вездеход', 'моделист-конструктор']",1040.0,2023.5980392156862,11897619.39128325
101,1,16407,0,"['ваз', 'ремонт', 'свой', 'рука', 'передний', 'мост', 'ремонт', 'ваз', 'свой', 'рука', 'remontysvoimirukami.ru']",1139.0,2023.5980392156862,11897619.39128325
102,1,14929,0,"['пежо', 'замена', 'датчик', 'давление', 'масло']",1304.0,2023.5980392156862,11897619.39128325
103,2,13106,0,"['хороший', 'природный', 'антибиотик']",4015.0,5604.81914893617,81268622.08522077
104,2,13767,0,"['дневник', 'jenstvennorysa', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",2954.0,5604.81914893617,81268622.08522077
105,2,12504,0,"['показать', 'содержимое', 'тег', 'мир', 'через', 'культура']",37379.0,5604.81914893617,81268622.08522077
106,2,14300,0,"['николай', 'илларионович', 'данилов', 'целебный', 'магия', 'дар', 'юг', 'серия', 'природа', 'лечи..', 'целебный', 'магия', 'дар', 'юг']",29935.0,5604.81914893617,81268622.08522077
107,2,14103,0,"['судьба', 'эп20', 'архив', 'страница', 'форум', 'trainsim']",14587.0,5604.81914893617,81268622.08522077
108,2,13055,0,"['консультация', 'специалист', 'новость', 'проект', 'страна', 'мама']",4251.0,5604.81914893617,81268622.08522077
109,2,14745,1,"['компресс', 'при', 'ларингит']",738.0,5604.81914893617,81268622.08522077
110,2,11585,0,"['новость', 'сообщение', 'официальный', 'группа', 'вконтакте', 'магазин', 'чай', 'да', 'мёд', 'улица', 'горький', 'магазин', 'калининград']",25879.0,5604.81914893617,81268622.08522077
111,2,11968,0,"['можно', 'ли', 'парить', 'нога', 'при', 'простуда', 'всё', 'что', 'ты', 'хотеть', 'спросить']",823.0,5604.81914893617,81268622.08522077
112,2,13102,0,"['обильный', 'тёплый', 'питие', 'хорошо', 'ромашковый', 'час', 'фенистить', 'т.к', 'сухой', 'кашель', 'мочь', 'обернуться', 'ларингит', 'фарингосепт', 'или', 'что-то', 'похожий', 'сосательно-антисептический']",259.0,5604.81914893617,81268622.08522077
113,2,12896,0,"['острый', 'трахеит', 'причина', 'симптом', 'лечение']",832.0,5604.81914893617,81268622.08522077
114,2,11844,0,"['инфекционный', 'заболевание', 'лечение', 'народный', 'средство']",813.0,5604.81914893617,81268622.08522077
115,2,12744,0,"['гбуз', 'центр', 'медицинский', 'профилактика', 'министерство', 'здравоохранение', 'кк', 'школа', 'здоровье', 'ребёнок', 'дошкольный', 'возраст']",11064.0,5604.81914893617,81268622.08522077
116,2,13337,1,"['простой', 'горчичник', 'не', 'так-то', 'простой']",811.0,5604.81914893617,81268622.08522077
117,2,14707,1,"['первый', 'помощь', 'при', 'ларингит', 'что', 'делать', 'при', 'ларингит']",680.0,5604.81914893617,81268622.08522077
118,2,13339,0,"['соэ', 'кровь', 'при', 'беременность', 'популярный', 'вопрос', 'про', 'беременность', 'ответ', 'они']",3181.0,5604.81914893617,81268622.08522077
119,2,11441,0,"['всё', 'ж', 'вынести', 'отдельный', 'топика', 'пожалуй', 'срочно', 'архив', 'jetem']",2189.0,5604.81914893617,81268622.08522077
120,2,11751,0,"['форум', 'списко', 'сообщение', 'тема']",3448.0,5604.81914893617,81268622.08522077
121,2,13899,1,"['ответы@mail.ru', 'как', 'лечить', 'чем', 'ларингит??']",603.0,5604.81914893617,81268622.08522077
122,2,13555,0,"['профессиональный', 'задача', 'для', 'экзамен', 'квалификационный']",5010.0,5604.81914893617,81268622.08522077
123,2,11618,1,"['компресс', 'горло', 'при', 'ларингит', 'можно', 'ли', 'делать']",808.0,5604.81914893617,81268622.08522077
124,2,12518,0,"['лечение', 'стенокардия', 'народный', 'средство', 'боярышник', 'голод', 'др', 'а', 'также', 'профилактика']",1153.0,5604.81914893617,81268622.08522077
125,2,11737,0,"['дополнительный', 'заработок', 'пенсионер']",1515.0,5604.81914893617,81268622.08522077
126,2,11818,0,"['как', 'быстро', 'вылечить', 'горло', 'домашний', 'условие']",686.0,5604.81914893617,81268622.08522077
127,2,12798,0,"['целебный', 'раствор', 'аспирин', 'шпора', 'варикоз', 'остеохондроз']",3338.0,5604.81914893617,81268622.08522077
128,2,12192,0,"['газета', 'приморье', 'ава', 'посиделки', 'не', 'хлюпать', 'нос']",1057.0,5604.81914893617,81268622.08522077
129,2,14543,0,"['бронхит', 'характеристика', 'симптом', 'лечение']",2032.0,5604.81914893617,81268622.08522077
130,2,14049,0,"['персональный', 'сайт', 'главный']",5053.0,5604.81914893617,81268622.08522077
131,2,12650,0,"['лечение', 'бронхит', 'кашель', 'метод', 'народный', 'медицина', 'обсуждение', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",2291.0,5604.81914893617,81268622.08522077
132,2,11920,0,"['николай', 'козлов', 'синтон', 'психология', 'тренинг', 'пекерскай', 'е.м', 'вокальный', 'букварь']",20206.0,5604.81914893617,81268622.08522077
133,2,14807,1,"['ларингит', 'симптом', 'лечение', 'домашний', 'условие']",1369.0,5604.81914893617,81268622.08522077
134,2,11565,0,"['ринит', 'насморк', 'симптом', 'причина', 'лечение']",2026.0,5604.81914893617,81268622.08522077
135,2,11879,0,"['к', 'а', 'широта', 'быть', 'л', 'ь', 'обсуждение', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",3012.0,5604.81914893617,81268622.08522077
136,2,13104,0,"['вкусно', 'полезно', 'архив', 'форум', 'рассвет', 'сварог']",16090.0,5604.81914893617,81268622.08522077
137,2,11515,0,"['имбирный', 'чай', 'гастрит']",10246.0,5604.81914893617,81268622.08522077
138,2,13404,0,"['3.правильный', 'питание', 'архив', 'форум', 'диета', 'похудение']",15609.0,5604.81914893617,81268622.08522077
139,2,14410,0,"['ребёнок', 'должный', 'содержаться', 'чистота', 'иметь', 'опрятный', 'вид']",9667.0,5604.81914893617,81268622.08522077
140,2,13355,0,"['глава', 'внутренний', 'болезнь', 'общий', 'вопрос', 'уход', 'за', 'больной']",3036.0,5604.81914893617,81268622.08522077
141,2,12953,0,"['боль', 'полный', 'медицинский', 'справочник', 'диагностика']",42172.0,5604.81914893617,81268622.08522077
142,2,13358,0,"['консультация', 'кардиолог']",4230.0,5604.81914893617,81268622.08522077
143,2,14142,0,"['горчичник', 'при', 'кашель', 'ребёнок', 'как', 'правильно', 'ставить']",649.0,5604.81914893617,81268622.08522077
144,2,14614,0,"['чем', 'лечить', 'кашель', 'при', 'трахеит']",2221.0,5604.81914893617,81268622.08522077
145,2,13108,1,"['можно', 'ли', 'греть', 'горло', 'при', 'ангина', 'ларингит', 'фарингит']",1070.0,5604.81914893617,81268622.08522077
146,2,14593,0,"['как', 'остановить', 'вылечить', 'сильный', 'кашель', 'народный', 'способ', 'лечение']",1135.0,5604.81914893617,81268622.08522077
147,2,14164,0,"['лечение', 'продукт', 'пчеловодство', 'архив', 'форум', 'сайт', 'медосбор', 'пчеловодческий', 'торрент-трекер', 'медосбор', 'всё', 'пчела', 'пчеловод']",10667.0,5604.81914893617,81268622.08522077
148,2,12643,0,"['вопрос', 'софья', 'михаилович', 'крупянко', 'вопрос', 'софья', 'михаилович', 'москва', 'нцссха', 'они', 'бакулев', 'консультация', 'специалист', 'врождённый', 'порка', 'сердце']",4941.0,5604.81914893617,81268622.08522077
149,2,12754,0,"['когда', 'поставить', 'диагноз', 'радикулит', 'лечение', 'хороший', 'начинать', 'как', 'можно', 'ранний']",752.0,5604.81914893617,81268622.08522077
150,2,12254,0,"['чем', 'лечить', 'лающий', 'кашель', 'у', 'ребёнок', 'причина', 'лечение']",1169.0,5604.81914893617,81268622.08522077
151,2,12051,0,"['как', 'лечить', 'детский', 'кашель', 'метод', 'доктор', 'комаровский', 'без', 'лекарство']",1145.0,5604.81914893617,81268622.08522077
152,2,13914,0,"['конкурс', 'короткий', 'креатив', '№12', 'голосование', 'яплакалъ']",2664.0,5604.81914893617,81268622.08522077
153,2,11526,0,"['кашель', 'при', 'беременность', 'причина', 'лечение', 'опасность']",779.0,5604.81914893617,81268622.08522077
154,2,14549,0,"['лекарственный', 'гастрит']",3094.0,5604.81914893617,81268622.08522077
155,2,13031,0,"['blog', 'archives', 'resursrose14']",4832.0,5604.81914893617,81268622.08522077
156,2,12611,1,"['отечь', 'горло']",1169.0,5604.81914893617,81268622.08522077
157,2,13131,1,"['как', 'лечить', 'ларингит', 'народный', 'средство', 'online-otvet.net']",460.0,5604.81914893617,81268622.08522077
158,2,11368,0,"['иммунитет', 'страница', 'здоровье', 'космофорум']",1468.0,5604.81914893617,81268622.08522077
159,2,13900,0,"['иммунодефицитный', 'состояние', 'первичный', 'противопоказанный', 'вакцина', 'бцж', 'опв', 'коревой', 'паротитный', 'краснушной']",967.0,5604.81914893617,81268622.08522077
160,2,14163,0,"['что', 'можно', 'дать', 'ребёнок', 'от', 'кашель', 'vovet.ru']",595.0,5604.81914893617,81268622.08522077
161,2,14430,0,"['stereo.ru/before', 'форум', 'просмотр', 'тема', 'прогрев', 'аппаратура']",12954.0,5604.81914893617,81268622.08522077
162,2,11692,0,"['педразвитие', 'публикация', 'педагог', 'тема', 'оздоровительный', 'деятельность', 'дошкольный', 'учреждение']",18083.0,5604.81914893617,81268622.08522077
163,2,14597,0,"['после', 'простуда', 'голос', 'пропасть', 'здоровье', 'быт', 'увлечение', 'отношение']",453.0,5604.81914893617,81268622.08522077
164,2,13352,0,"['карта', 'сайт']",2164.0,5604.81914893617,81268622.08522077
165,2,12649,0,"['что', 'помочь', 'от', 'кашель', 'энциклопедия', 'здоровье']",982.0,5604.81914893617,81268622.08522077
166,2,14703,0,"['объявление', 'конкурс', 'вопрос', 'для', 'проведение', 'сеанс', '#2']",5372.0,5604.81914893617,81268622.08522077
167,2,11652,0,"['новость', 'неделя']",2681.0,5604.81914893617,81268622.08522077
168,2,12436,1,"['острый', 'ларингит']",586.0,5604.81914893617,81268622.08522077
169,2,11303,0,"['острый', 'трахеит', 'deeeta.ru']",208.0,5604.81914893617,81268622.08522077
170,2,13198,0,"['здоровье', 'запись', 'рубрика', 'здоровье', 'дневник', 'elena', 'protsenko', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",7191.0,5604.81914893617,81268622.08522077
171,2,11855,0,"['ринит', 'блог', 'студент', 'медик']",230.0,5604.81914893617,81268622.08522077
172,2,12339,0,"['ветеринарный', 'кабинет']",13341.0,5604.81914893617,81268622.08522077
173,2,12669,0,"['тема', 'клинический', 'картина', 'заболевание', 'орган', 'дыхание']",2631.0,5604.81914893617,81268622.08522077
174,2,13691,0,"['форум', 'родитель', 'астматический', 'бронхит', 'астма']",1925.0,5604.81914893617,81268622.08522077
175,2,14077,0,"['ответы@mail.ru', 'сколько', 'можно', 'держать', 'грудной', 'клетка', 'гарчичник', 'малыш', 'годик']",397.0,5604.81914893617,81268622.08522077
176,2,13177,0,"['о', 'грипп', 'уберечься', 'от', 'осложнение']",1893.0,5604.81914893617,81268622.08522077
177,2,14453,0,"['герань', 'полезный', 'растение']",785.0,5604.81914893617,81268622.08522077
178,2,12969,0,"['горчичник', 'при', 'кашель', 'показание', 'противопоказание', 'способ', 'постановка']",659.0,5604.81914893617,81268622.08522077
179,2,14701,0,"['крестовый', 'сестра', 'алексей', 'ремиз', 'читальный', 'зал', 'омилий']",21798.0,5604.81914893617,81268622.08522077
180,2,14677,1,"['лечение', 'ларингит', 'домашний', 'условие', 'болеть', 'горло']",863.0,5604.81914893617,81268622.08522077
181,2,12059,0,"['альбина', 'рамазан', 'вконтакте']",2307.0,5604.81914893617,81268622.08522077
182,2,13226,1,"['лечение', 'ларингит', 'домашний', 'условие', 'компетентно', 'о', 'здоровье', 'ilive']",1811.0,5604.81914893617,81268622.08522077
183,2,12538,0,"['николай', 'козлов', 'синтон', 'психология', 'тренинг', 'хайнлайна', 'роберт', 'чужак', 'чужой', 'страна']",48109.0,5604.81914893617,81268622.08522077
184,2,12701,0,"['гастрит', 'зуб']",3128.0,5604.81914893617,81268622.08522077
185,2,12389,0,"['болезнь', 'орган', 'дыхание', 'продолжение']",3033.0,5604.81914893617,81268622.08522077
186,2,11437,0,"['паразитарный', 'теория', 'рак', 'просмотр', 'тема', 'синий', 'йод']",12118.0,5604.81914893617,81268622.08522077
187,2,12593,0,"['материнство', '-', 'грипп', 'орви', 'гв']",1381.0,5604.81914893617,81268622.08522077
188,2,11335,0,"['как', 'лечить', 'простуда']",327.0,5604.81914893617,81268622.08522077
189,2,13144,0,"['народный', 'рецепт', 'от', 'кашель']",2092.0,5604.81914893617,81268622.08522077
